,gene,module,color
KATNBL1,KATNBL1,1,turquoise
KAZALD1,KAZALD1,0,grey
KAZN,KAZN,1,turquoise
KBTBD11,KBTBD11,2,blue
KBTBD2,KBTBD2,1,turquoise
KBTBD4,KBTBD4,0,grey
KBTBD4 /// PTPMT1,KBTBD4 /// PTPMT1,1,turquoise
KCMF1,KCMF1,0,grey
KCNA1,KCNA1,0,grey
KCNA10,KCNA10,0,grey
KCNA2,KCNA2,0,grey
KCNA3,KCNA3,0,grey
KCNA4,KCNA4,0,grey
KCNA5,KCNA5,1,turquoise
KCNAB1,KCNAB1,1,turquoise
KCNAB2,KCNAB2,3,brown
KCNAB3,KCNAB3,0,grey
KCNB1,KCNB1,2,blue
KCNB2,KCNB2,0,grey
KCNC1,KCNC1,0,grey
KCNC2,KCNC2,0,grey
KCNC3,KCNC3,0,grey
KCNC4,KCNC4,0,grey
KCND1,KCND1,0,grey
KCND2,KCND2,8,pink
KCND3,KCND3,1,turquoise
KCNE1,KCNE1,0,grey
KCNE1L,KCNE1L,0,grey
KCNE2,KCNE2,5,green
KCNE4,KCNE4,0,grey
KCNF1,KCNF1,0,grey
KCNG1,KCNG1,0,grey
KCNG2,KCNG2,1,turquoise
KCNH1,KCNH1,0,grey
KCNH2,KCNH2,2,blue
KCNH4,KCNH4,0,grey
KCNH6,KCNH6,0,grey
KCNIP1,KCNIP1,0,grey
KCNIP2,KCNIP2,0,grey
KCNJ1,KCNJ1,0,grey
KCNJ10,KCNJ10,0,grey
KCNJ12 /// KCNJ18 /// LOC100996843,KCNJ12 /// KCNJ18 /// LOC100996843,0,grey
KCNJ13,KCNJ13,0,grey
KCNJ14,KCNJ14,0,grey
KCNJ15,KCNJ15,0,grey
KCNJ16,KCNJ16,0,grey
KCNJ2,KCNJ2,0,grey
KCNJ3,KCNJ3,0,grey
KCNJ4,KCNJ4,0,grey
KCNJ5,KCNJ5,0,grey
KCNJ6,KCNJ6,0,grey
KCNJ8,KCNJ8,0,grey
KCNJ9,KCNJ9,0,grey
KCNK1,KCNK1,0,grey
KCNK10,KCNK10,0,grey
KCNK12,KCNK12,0,grey
KCNK13,KCNK13,0,grey
KCNK15,KCNK15,0,grey
KCNK2,KCNK2,0,grey
KCNK3,KCNK3,1,turquoise
KCNK5,KCNK5,1,turquoise
KCNK7,KCNK7,1,turquoise
KCNMA1,KCNMA1,2,blue
KCNMB1,KCNMB1,2,blue
KCNMB2,KCNMB2,0,grey
KCNMB3,KCNMB3,1,turquoise
KCNMB4,KCNMB4,0,grey
KCNN1,KCNN1,0,grey
KCNN2,KCNN2,0,grey
KCNN3,KCNN3,0,grey
KCNN4,KCNN4,0,grey
KCNQ1,KCNQ1,5,green
KCNQ1DN,KCNQ1DN,1,turquoise
KCNQ1OT1 /// LOC101927338,KCNQ1OT1 /// LOC101927338,0,grey
KCNQ2,KCNQ2,0,grey
KCNQ3,KCNQ3,0,grey
KCNQ4,KCNQ4,1,turquoise
KCNS1,KCNS1,0,grey
KCNS3,KCNS3,1,turquoise
KCNV1,KCNV1,0,grey
KCNV2,KCNV2,0,grey
KCTD12,KCTD12,1,turquoise
KCTD13,KCTD13,0,grey
KCTD14 /// NDUFC2-KCTD14,KCTD14 /// NDUFC2-KCTD14,0,grey
KCTD15,KCTD15,0,grey
KCTD17,KCTD17,0,grey
KCTD2,KCTD2,0,grey
KCTD20,KCTD20,0,grey
KCTD3,KCTD3,1,turquoise
KCTD5,KCTD5,0,grey
KCTD7 /// RABGEF1,KCTD7 /// RABGEF1,1,turquoise
KCTD9,KCTD9,0,grey
KDELC1,KDELC1,1,turquoise
KDELR1,KDELR1,0,grey
KDELR2,KDELR2,1,turquoise
KDELR3,KDELR3,1,turquoise
KDM1A,KDM1A,1,turquoise
KDM2A,KDM2A,0,grey
KDM3A,KDM3A,0,grey
KDM3B,KDM3B,0,grey
KDM4A,KDM4A,1,turquoise
KDM4B,KDM4B,1,turquoise
KDM4C,KDM4C,0,grey
KDM4D,KDM4D,0,grey
KDM5A,KDM5A,0,grey
KDM5B,KDM5B,0,grey
KDM5C,KDM5C,0,grey
KDM5D,KDM5D,0,grey
KDM6A,KDM6A,1,turquoise
KDM6B,KDM6B,0,grey
KDM7A,KDM7A,0,grey
KDM8,KDM8,0,grey
KDR,KDR,0,grey
KDSR,KDSR,0,grey
KEAP1,KEAP1,1,turquoise
KEL,KEL,0,grey
KERA,KERA,0,grey
KHDC1L,KHDC1L,1,turquoise
KHDRBS1,KHDRBS1,1,turquoise
KHDRBS2,KHDRBS2,0,grey
KHDRBS3,KHDRBS3,0,grey
KHK,KHK,0,grey
KHNYN,KHNYN,0,grey
KHSRP,KHSRP,1,turquoise
KIAA0020,KIAA0020,0,grey
KIAA0040,KIAA0040,1,turquoise
KIAA0087,KIAA0087,0,grey
KIAA0100,KIAA0100,0,grey
KIAA0101,KIAA0101,1,turquoise
KIAA0125,KIAA0125,6,red
KIAA0141,KIAA0141,1,turquoise
KIAA0195 /// MIR6785,KIAA0195 /// MIR6785,0,grey
KIAA0196,KIAA0196,10,purple
KIAA0226,KIAA0226,0,grey
KIAA0226L,KIAA0226L,6,red
KIAA0232,KIAA0232,1,turquoise
KIAA0247,KIAA0247,0,grey
KIAA0319,KIAA0319,0,grey
KIAA0319L,KIAA0319L,0,grey
KIAA0355,KIAA0355,0,grey
KIAA0368,KIAA0368,0,grey
KIAA0391,KIAA0391,0,grey
KIAA0391 /// PSMA6,KIAA0391 /// PSMA6,1,turquoise
KIAA0408,KIAA0408,1,turquoise
KIAA0430,KIAA0430,0,grey
KIAA0485,KIAA0485,1,turquoise
KIAA0509,KIAA0509,0,grey
KIAA0513,KIAA0513,0,grey
KIAA0556,KIAA0556,1,turquoise
KIAA0586,KIAA0586,0,grey
KIAA0753,KIAA0753,0,grey
KIAA0754,KIAA0754,0,grey
KIAA0895,KIAA0895,0,grey
KIAA0907,KIAA0907,1,turquoise
KIAA0922,KIAA0922,0,grey
KIAA0930,KIAA0930,1,turquoise
KIAA1024,KIAA1024,0,grey
KIAA1033,KIAA1033,0,grey
KIAA1045,KIAA1045,0,grey
KIAA1107,KIAA1107,0,grey
KIAA1109,KIAA1109,1,turquoise
KIAA1211L,KIAA1211L,2,blue
KIAA1279,KIAA1279,0,grey
KIAA1324,KIAA1324,12,tan
KIAA1456 /// LOC101927137,KIAA1456 /// LOC101927137,0,grey
KIAA1462,KIAA1462,0,grey
KIAA1467,KIAA1467,0,grey
KIAA1549L,KIAA1549L,0,grey
KIAA1551,KIAA1551,1,turquoise
KIAA1598,KIAA1598,1,turquoise
KIAA1614,KIAA1614,0,grey
KIAA1644,KIAA1644,0,grey
KIAA1654,KIAA1654,0,grey
KIAA1661,KIAA1661,0,grey
KIAA1731,KIAA1731,0,grey
KIAA1751,KIAA1751,0,grey
KIDINS220,KIDINS220,0,grey
KIF11,KIF11,1,turquoise
KIF13A,KIF13A,0,grey
KIF13B,KIF13B,1,turquoise
KIF14,KIF14,1,turquoise
KIF15,KIF15,1,turquoise
KIF16B,KIF16B,0,grey
KIF17,KIF17,0,grey
KIF18A,KIF18A,1,turquoise
KIF18B,KIF18B,1,turquoise
KIF1A,KIF1A,0,grey
KIF1B,KIF1B,1,turquoise
KIF1C,KIF1C,1,turquoise
KIF20A,KIF20A,1,turquoise
KIF20B,KIF20B,1,turquoise
KIF21B,KIF21B,0,grey
KIF22,KIF22,1,turquoise
KIF23,KIF23,1,turquoise
KIF24,KIF24,0,grey
KIF25,KIF25,0,grey
KIF25-AS1,KIF25-AS1,0,grey
KIF26B,KIF26B,2,blue
KIF2A,KIF2A,1,turquoise
KIF2C,KIF2C,1,turquoise
KIF3A,KIF3A,0,grey
KIF3B,KIF3B,1,turquoise
KIF3C,KIF3C,0,grey
KIF4A,KIF4A,1,turquoise
KIF5A,KIF5A,0,grey
KIF5B,KIF5B,0,grey
KIF5C,KIF5C,1,turquoise
KIFAP3,KIFAP3,1,turquoise
KIFC1,KIFC1,1,turquoise
KIFC3,KIFC3,0,grey
KIN,KIN,0,grey
KIR2DL1,KIR2DL1,0,grey
KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4,KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DS1 /// KIR2DS2 /// KIR2DS4,0,grey
KIR2DL2,KIR2DL2,0,grey
KIR2DL3,KIR2DL3,0,grey
KIR2DL4,KIR2DL4,0,grey
KIR2DL5A,KIR2DL5A,0,grey
KIR2DS1,KIR2DS1,0,grey
KIR2DS2,KIR2DS2,0,grey
KIR2DS3,KIR2DS3,0,grey
KIR2DS4,KIR2DS4,0,grey
KIR2DS5,KIR2DS5,0,grey
KIR3DL1,KIR3DL1,0,grey
KIR3DL1 /// KIR3DL2,KIR3DL1 /// KIR3DL2,0,grey
KIR3DL3,KIR3DL3,0,grey
KIR3DS1,KIR3DS1,0,grey
KIR3DX1,KIR3DX1,0,grey
KIRREL,KIRREL,0,grey
KISS1,KISS1,0,grey
KIT,KIT,1,turquoise
KITLG,KITLG,0,grey
KIZ,KIZ,0,grey
KL,KL,2,blue
KLC1,KLC1,0,grey
KLC2,KLC2,1,turquoise
KLF1,KLF1,0,grey
KLF10,KLF10,1,turquoise
KLF11,KLF11,0,grey
KLF12,KLF12,0,grey
KLF13,KLF13,1,turquoise
KLF15,KLF15,0,grey
KLF2,KLF2,9,magenta
KLF3,KLF3,1,turquoise
KLF3-AS1,KLF3-AS1,0,grey
KLF4,KLF4,1,turquoise
KLF5,KLF5,1,turquoise
KLF6,KLF6,9,magenta
KLF7,KLF7,1,turquoise
KLF8,KLF8,1,turquoise
KLF9,KLF9,1,turquoise
KLHDC10,KLHDC10,1,turquoise
KLHDC2,KLHDC2,0,grey
KLHDC3,KLHDC3,0,grey
KLHDC4,KLHDC4,0,grey
KLHDC8A,KLHDC8A,1,turquoise
KLHL1,KLHL1,1,turquoise
KLHL11,KLHL11,0,grey
KLHL12,KLHL12,0,grey
KLHL18,KLHL18,1,turquoise
KLHL2,KLHL2,1,turquoise
KLHL20,KLHL20,0,grey
KLHL21,KLHL21,0,grey
KLHL22,KLHL22,0,grey
KLHL23 /// PHOSPHO2-KLHL23,KLHL23 /// PHOSPHO2-KLHL23,0,grey
KLHL24,KLHL24,1,turquoise
KLHL25,KLHL25,0,grey
KLHL26,KLHL26,0,grey
KLHL28,KLHL28,0,grey
KLHL29,KLHL29,0,grey
KLHL3,KLHL3,0,grey
KLHL35,KLHL35,0,grey
KLHL36,KLHL36,0,grey
KLHL4,KLHL4,0,grey
KLHL41,KLHL41,2,blue
KLHL7,KLHL7,1,turquoise
KLHL9,KLHL9,0,grey
KLK1,KLK1,0,grey
KLK10,KLK10,1,turquoise
KLK11,KLK11,1,turquoise
KLK12,KLK12,1,turquoise
KLK13,KLK13,1,turquoise
KLK14,KLK14,0,grey
KLK15,KLK15,0,grey
KLK2,KLK2,0,grey
KLK3,KLK3,0,grey
KLK5,KLK5,0,grey
KLK6,KLK6,1,turquoise
KLK7,KLK7,1,turquoise
KLK8,KLK8,1,turquoise
KLKB1,KLKB1,1,turquoise
KLRAP1,KLRAP1,0,grey
KLRB1,KLRB1,1,turquoise
KLRC1 /// KLRC2,KLRC1 /// KLRC2,0,grey
KLRC3,KLRC3,0,grey
KLRC4,KLRC4,0,grey
KLRC4-KLRK1 /// KLRK1,KLRC4-KLRK1 /// KLRK1,0,grey
KLRD1,KLRD1,0,grey
KLRF1,KLRF1,0,grey
KLRG1,KLRG1,1,turquoise
KMO,KMO,3,brown
KMT2A,KMT2A,0,grey
KMT2A /// LOC101929115,KMT2A /// LOC101929115,0,grey
KMT2B,KMT2B,0,grey
KMT2B /// KMT2B,KMT2B /// KMT2B,0,grey
KMT2D,KMT2D,0,grey
KNG1,KNG1,0,grey
KNOP1,KNOP1,1,turquoise
KNTC1,KNTC1,1,turquoise
KPNA1,KPNA1,1,turquoise
KPNA2,KPNA2,1,turquoise
KPNA3,KPNA3,0,grey
KPNA4,KPNA4,0,grey
KPNA5,KPNA5,0,grey
KPNA6,KPNA6,0,grey
KPNB1,KPNB1,1,turquoise
KPTN,KPTN,0,grey
KRAS,KRAS,0,grey
KRBOX4,KRBOX4,0,grey
KRCC1,KRCC1,1,turquoise
KREMEN2,KREMEN2,1,turquoise
KRI1,KRI1,1,turquoise
KRIT1,KRIT1,1,turquoise
KRR1,KRR1,0,grey
KRT1,KRT1,0,grey
KRT10,KRT10,1,turquoise
KRT12,KRT12,0,grey
KRT13,KRT13,1,turquoise
KRT14,KRT14,1,turquoise
KRT15,KRT15,1,turquoise
KRT16,KRT16,1,turquoise
KRT18,KRT18,0,grey
KRT18P38 /// KRT18P38,KRT18P38 /// KRT18P38,0,grey
KRT18P44 /// KRT18P44,KRT18P44 /// KRT18P44,0,grey
KRT18P50 /// KRT18P50,KRT18P50 /// KRT18P50,0,grey
KRT19,KRT19,0,grey
KRT19P2,KRT19P2,0,grey
KRT19P2 /// MIR492,KRT19P2 /// MIR492,0,grey
KRT2,KRT2,0,grey
KRT20,KRT20,5,green
KRT23,KRT23,0,grey
KRT24,KRT24,1,turquoise
KRT3,KRT3,1,turquoise
KRT31,KRT31,0,grey
KRT32,KRT32,1,turquoise
KRT33A,KRT33A,1,turquoise
KRT33B,KRT33B,0,grey
KRT34 /// LOC100653049,KRT34 /// LOC100653049,0,grey
KRT35,KRT35,0,grey
KRT36,KRT36,1,turquoise
KRT37,KRT37,0,grey
KRT38,KRT38,0,grey
KRT4,KRT4,1,turquoise
KRT5,KRT5,0,grey
KRT6A,KRT6A,0,grey
KRT6A /// KRT6B /// KRT6C,KRT6A /// KRT6B /// KRT6C,0,grey
KRT6B,KRT6B,0,grey
KRT7,KRT7,1,turquoise
KRT75,KRT75,1,turquoise
KRT76,KRT76,0,grey
KRT8,KRT8,1,turquoise
KRT81,KRT81,0,grey
KRT83,KRT83,0,grey
KRT84,KRT84,0,grey
KRT85,KRT85,0,grey
KRT86 /// LOC100509764,KRT86 /// LOC100509764,0,grey
KRT8P11 /// KRT8P11,KRT8P11 /// KRT8P11,0,grey
KRT8P12,KRT8P12,0,grey
KRT8P17 /// KRT8P17,KRT8P17 /// KRT8P17,0,grey
KRT9,KRT9,0,grey
KRTAP1-1,KRTAP1-1,0,grey
KRTAP1-3,KRTAP1-3,0,grey
KRTAP2-3 /// KRTAP2-4,KRTAP2-3 /// KRTAP2-4,0,grey
KRTAP4-7,KRTAP4-7,0,grey
KRTAP5-8,KRTAP5-8,0,grey
KRTAP5-9,KRTAP5-9,0,grey
KRTAP9-9,KRTAP9-9,0,grey
KSR1,KSR1,1,turquoise
KTN1,KTN1,1,turquoise
KXD1,KXD1,1,turquoise
KYNU,KYNU,1,turquoise
L1CAM,L1CAM,0,grey
L1TD1,L1TD1,0,grey
L2HGDH,L2HGDH,0,grey
L3MBTL1,L3MBTL1,0,grey
LA16c-358B7.3,LA16c-358B7.3,0,grey
LA16c-381G6.1,LA16c-381G6.1,0,grey
LACTB2,LACTB2,10,purple
LAD1,LAD1,1,turquoise
LAG3,LAG3,0,grey
LAGE3,LAGE3,1,turquoise
LAIR1,LAIR1,3,brown
LAIR2,LAIR2,3,brown
LALBA,LALBA,0,grey
LAMA1,LAMA1,0,grey
LAMA2,LAMA2,2,blue
LAMA3,LAMA3,1,turquoise
LAMA4,LAMA4,0,grey
LAMA5,LAMA5,1,turquoise
LAMB1,LAMB1,1,turquoise
LAMB2,LAMB2,1,turquoise
LAMB3,LAMB3,1,turquoise
LAMB4,LAMB4,1,turquoise
LAMC1,LAMC1,1,turquoise
LAMC2,LAMC2,1,turquoise
LAMC3,LAMC3,0,grey
LAMP1,LAMP1,0,grey
LAMP2,LAMP2,1,turquoise
LAMP3,LAMP3,1,turquoise
LAMP5,LAMP5,1,turquoise
LAMTOR2,LAMTOR2,0,grey
LAMTOR3,LAMTOR3,1,turquoise
LAMTOR5,LAMTOR5,0,grey
LANCL1,LANCL1,0,grey
LANCL2,LANCL2,1,turquoise
LAP3,LAP3,1,turquoise
LAPTM4A,LAPTM4A,1,turquoise
LAPTM4B,LAPTM4B,1,turquoise
LAPTM5,LAPTM5,3,brown
LARGE,LARGE,0,grey
LARP1,LARP1,1,turquoise
LARP4,LARP4,1,turquoise
LARP4B,LARP4B,0,grey
LARP6,LARP6,1,turquoise
LARP7,LARP7,0,grey
LARS,LARS,0,grey
LARS2,LARS2,0,grey
LAS1L,LAS1L,0,grey
LASP1,LASP1,1,turquoise
LAT,LAT,0,grey
LAT2,LAT2,0,grey
LATS1,LATS1,0,grey
LAX1,LAX1,7,black
LBH,LBH,1,turquoise
LBP,LBP,0,grey
LBR,LBR,1,turquoise
LBX1,LBX1,0,grey
LCAT,LCAT,0,grey
LCE2B,LCE2B,0,grey
LCK,LCK,6,red
LCMT1,LCMT1,0,grey
LCMT2,LCMT2,0,grey
LCN1,LCN1,12,tan
LCN2,LCN2,1,turquoise
LCP1,LCP1,0,grey
LCP2,LCP2,3,brown
LCT,LCT,0,grey
LDB1,LDB1,1,turquoise
LDB2,LDB2,1,turquoise
LDB3,LDB3,2,blue
LDHA,LDHA,1,turquoise
LDHAL6B,LDHAL6B,0,grey
LDHB,LDHB,1,turquoise
LDHC,LDHC,0,grey
LDLR,LDLR,0,grey
LDLRAD4,LDLRAD4,0,grey
LDLRAP1,LDLRAP1,1,turquoise
LDOC1,LDOC1,1,turquoise
LECT1,LECT1,0,grey
LECT2,LECT2,0,grey
LEF1,LEF1,1,turquoise
LEFTY1,LEFTY1,0,grey
LEFTY1 /// LEFTY2,LEFTY1 /// LEFTY2,0,grey
LEMD3,LEMD3,1,turquoise
LENEP,LENEP,0,grey
LEP,LEP,0,grey
LEPR /// LEPROT,LEPR /// LEPROT,1,turquoise
LEPRE1,LEPRE1,1,turquoise
LEPREL1,LEPREL1,0,grey
LEPREL2,LEPREL2,0,grey
LEPREL4,LEPREL4,1,turquoise
LEPROT,LEPROT,1,turquoise
LEPROTL1,LEPROTL1,0,grey
LETM1,LETM1,0,grey
LETMD1,LETMD1,0,grey
LFNG,LFNG,0,grey
LGALS1,LGALS1,1,turquoise
LGALS13,LGALS13,0,grey
LGALS14,LGALS14,0,grey
LGALS2,LGALS2,0,grey
LGALS3,LGALS3,1,turquoise
LGALS3BP,LGALS3BP,1,turquoise
LGALS4,LGALS4,5,green
LGALS7 /// LGALS7B,LGALS7 /// LGALS7B,1,turquoise
LGALS8,LGALS8,1,turquoise
LGALS9,LGALS9,0,grey
LGALSL,LGALSL,0,grey
LGI1,LGI1,2,blue
LGI2,LGI2,0,grey
LGMN,LGMN,0,grey
LGR4,LGR4,1,turquoise
LGR5,LGR5,1,turquoise
LGSN,LGSN,0,grey
LHCGR,LHCGR,0,grey
LHFP,LHFP,2,blue
LHFPL2,LHFPL2,1,turquoise
LHPP,LHPP,1,turquoise
LHX1,LHX1,0,grey
LHX2,LHX2,4,yellow
LHX3,LHX3,0,grey
LHX5,LHX5,0,grey
LHX6,LHX6,0,grey
LIAS,LIAS,1,turquoise
LIF,LIF,0,grey
LIFR,LIFR,2,blue
LIG1,LIG1,1,turquoise
LIG3,LIG3,1,turquoise
LIG4,LIG4,0,grey
LILRA1,LILRA1,0,grey
LILRA2,LILRA2,3,brown
LILRA3,LILRA3,0,grey
LILRA4,LILRA4,0,grey
LILRA5,LILRA5,0,grey
LILRA6,LILRA6,0,grey
LILRB1,LILRB1,3,brown
LILRB2,LILRB2,3,brown
LILRB3,LILRB3,3,brown
LILRB4,LILRB4,3,brown
LILRB5,LILRB5,0,grey
LILRP2,LILRP2,0,grey
LIM2,LIM2,0,grey
LIMA1,LIMA1,1,turquoise
LIMCH1,LIMCH1,1,turquoise
LIMD1,LIMD1,0,grey
LIMD2,LIMD2,0,grey
LIME1,LIME1,0,grey
LIME1 /// ZGPAT,LIME1 /// ZGPAT,1,turquoise
LIMK1,LIMK1,1,turquoise
LIMK2,LIMK2,0,grey
LIMS1 /// LIMS3 /// LIMS3L,LIMS1 /// LIMS3 /// LIMS3L,0,grey
LIMS1 /// LIMS3L,LIMS1 /// LIMS3L,0,grey
LIMS2,LIMS2,2,blue
LIN28A,LIN28A,0,grey
LIN37,LIN37,0,grey
LIN7A,LIN7A,0,grey
LIN7B,LIN7B,1,turquoise
LIN7C,LIN7C,0,grey
LINC00094,LINC00094,0,grey
LINC00115,LINC00115,1,turquoise
LINC00216,LINC00216,0,grey
LINC00260,LINC00260,0,grey
LINC00302,LINC00302,0,grey
LINC00312,LINC00312,0,grey
LINC00328,LINC00328,0,grey
LINC00339,LINC00339,0,grey
LINC00341 /// SYNE3,LINC00341 /// SYNE3,2,blue
LINC00342,LINC00342,0,grey
LINC00472,LINC00472,0,grey
LINC00474,LINC00474,0,grey
LINC00483,LINC00483,0,grey
LINC00563,LINC00563,0,grey
LINC00574,LINC00574,0,grey
LINC00588,LINC00588,0,grey
LINC00597,LINC00597,1,turquoise
LINC00599 /// MIR124-1,LINC00599 /// MIR124-1,0,grey
LINC00623 /// LINC00869,LINC00623 /// LINC00869,0,grey
LINC00652,LINC00652,0,grey
LINC00667,LINC00667,0,grey
LINC00675,LINC00675,1,turquoise
LINC00837,LINC00837,0,grey
LINC00894,LINC00894,0,grey
LINC00921 /// ZNF263,LINC00921 /// ZNF263,1,turquoise
LINC00939,LINC00939,0,grey
LINC00950,LINC00950,0,grey
LINC00963,LINC00963,0,grey
LINC00965,LINC00965,1,turquoise
LINC01136,LINC01136,0,grey
LINC01140,LINC01140,2,blue
LINC01260,LINC01260,0,grey
LINC01278,LINC01278,0,grey
LINC01314,LINC01314,5,green
LINC01361,LINC01361,0,grey
LINS,LINS,0,grey
LIPA,LIPA,1,turquoise
LIPC,LIPC,1,turquoise
LIPE,LIPE,0,grey
LIPF,LIPF,5,green
LIPG,LIPG,1,turquoise
LIPT1,LIPT1,0,grey
LITAF,LITAF,1,turquoise
LLGL1,LLGL1,0,grey
LLGL2,LLGL2,1,turquoise
LLPH,LLPH,0,grey
LMAN1,LMAN1,0,grey
LMAN1L,LMAN1L,0,grey
LMAN2,LMAN2,1,turquoise
LMAN2L,LMAN2L,1,turquoise
LMBR1L,LMBR1L,1,turquoise
LMBRD1,LMBRD1,1,turquoise
LMCD1,LMCD1,0,grey
LMF1,LMF1,1,turquoise
LMF2,LMF2,0,grey
LMNA,LMNA,9,magenta
LMNB1,LMNB1,1,turquoise
LMNB2,LMNB2,1,turquoise
LMO1,LMO1,0,grey
LMO2,LMO2,1,turquoise
LMO3,LMO3,0,grey
LMO4,LMO4,1,turquoise
LMO7,LMO7,1,turquoise
LMOD1,LMOD1,2,blue
LMTK2,LMTK2,0,grey
LMX1B,LMX1B,0,grey
LNPEP,LNPEP,0,grey
LOC100127886,LOC100127886,0,grey
LOC100127972,LOC100127972,0,grey
LOC100129361,LOC100129361,0,grey
LOC100129518 /// SOD2,LOC100129518 /// SOD2,1,turquoise
LOC100129973,LOC100129973,0,grey
LOC100130331,LOC100130331,0,grey
LOC100130741,LOC100130741,1,turquoise
LOC100130872 /// SPON2,LOC100130872 /// SPON2,1,turquoise
LOC100131510,LOC100131510,0,grey
LOC100131532,LOC100131532,0,grey
LOC100134822 /// LOC100288069 /// LOC100996442 /// LOC101927270 /// LOC101928344 /// LOC101928670 /// LOC101929540 /// LOC102724409,LOC100134822 /// LOC100288069 /// LOC100996442 /// LOC101927270 /// LOC101928344 /// LOC101928670 /// LOC101929540 /// LOC102724409,0,grey
LOC100272216,LOC100272216,0,grey
LOC100287387,LOC100287387,0,grey
LOC100287590,LOC100287590,0,grey
LOC100288570,LOC100288570,0,grey
LOC100288974 /// MBL1P,LOC100288974 /// MBL1P,0,grey
LOC100289097 /// LOC642236,LOC100289097 /// LOC642236,1,turquoise
LOC100289473,LOC100289473,0,grey
LOC100289561 /// LOC100630923 /// PRKRIP1,LOC100289561 /// LOC100630923 /// PRKRIP1,1,turquoise
LOC100293211,LOC100293211,7,black
LOC100294145,LOC100294145,0,grey
LOC100505498,LOC100505498,0,grey
LOC100505534,LOC100505534,0,grey
LOC100505874 /// MLLT10P1,LOC100505874 /// MLLT10P1,0,grey
LOC100505915,LOC100505915,0,grey
LOC100506076 /// LOC100506123,LOC100506076 /// LOC100506123,1,turquoise
LOC100506124 /// TTC21B,LOC100506124 /// TTC21B,0,grey
LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,1,turquoise
LOC100506282,LOC100506282,0,grey
LOC100506403 /// LOC101928269 /// RUNX1,LOC100506403 /// LOC101928269 /// RUNX1,1,turquoise
LOC100506469,LOC100506469,0,grey
LOC100506504,LOC100506504,0,grey
LOC100506558 /// MATN2,LOC100506558 /// MATN2,0,grey
LOC100506571,LOC100506571,0,grey
LOC100506603,LOC100506603,1,turquoise
LOC100506639 /// ZNF131,LOC100506639 /// ZNF131,0,grey
LOC100506699,LOC100506699,0,grey
LOC100507388,LOC100507388,0,grey
LOC100507472 /// PCSK6,LOC100507472 /// PCSK6,1,turquoise
LOC100507577 /// LONP2,LOC100507577 /// LONP2,1,turquoise
LOC100507577 /// LONP2 /// SIAH1,LOC100507577 /// LONP2 /// SIAH1,0,grey
LOC100507630,LOC100507630,0,grey
LOC100508408 /// RPS13 /// SNORD14B,LOC100508408 /// RPS13 /// SNORD14B,4,yellow
LOC100509646 /// PRY /// PRY2,LOC100509646 /// PRY /// PRY2,0,grey
LOC100652777 /// PLA2G10,LOC100652777 /// PLA2G10,0,grey
LOC100652930 /// NPEPL1 /// STX16-NPEPL1,LOC100652930 /// NPEPL1 /// STX16-NPEPL1,0,grey
LOC100652931 /// RBMY2FP,LOC100652931 /// RBMY2FP,0,grey
LOC100862671 /// SRCAP,LOC100862671 /// SRCAP,0,grey
LOC100996325,LOC100996325,0,grey
LOC100996517 /// LOC102724364 /// SEC22B,LOC100996517 /// LOC102724364 /// SEC22B,0,grey
LOC100996668 /// ZEB1,LOC100996668 /// ZEB1,2,blue
LOC100996693 /// SPEG,LOC100996693 /// SPEG,2,blue
LOC100996696 /// PABPC4,LOC100996696 /// PABPC4,1,turquoise
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP,LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// LOC653513 /// PDE4DIP,0,grey
LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP,0,grey
LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,0,grey
LOC100996756,LOC100996756,1,turquoise
LOC100996758 /// NPY4R,LOC100996758 /// NPY4R,1,turquoise
LOC100996782 /// MED18,LOC100996782 /// MED18,1,turquoise
LOC100996792 /// MAP2K3,LOC100996792 /// MAP2K3,1,turquoise
LOC100996843,LOC100996843,0,grey
LOC101060181 /// ZNF44,LOC101060181 /// ZNF44,0,grey
LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,0,grey
LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,1,turquoise
